# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "7" "-s" "2" "-p" "-a" "data/Homo_sapiens.GRCh38.111.gtf" "-o" "counts/featureCounts.txt" "alignment/SRR28420795.sorted.bam" "alignment/SRR28420796.sorted.bam" "alignment/SRR28420797.sorted.bam" "alignment/SRR28420798.sorted.bam" 
Geneid	alignment/SRR28420795.sorted.bam	alignment/SRR28420796.sorted.bam	alignment/SRR28420797.sorted.bam	alignment/SRR28420798.sorted.bam
ENSG00000260093	6	10	0	0
ENSG00000175806	442	493	467	452
ENSG00000285675	0	0	0	0
ENSG00000285606	0	0	0	0
ENSG00000249848	0	0	0	0
ENSG00000261451	0	0	0	2
ENSG00000253641	5	14	11	8
ENSG00000285237	0	0	0	0
ENSG00000207128	0	0	0	0
ENSG00000253678	0	0	8	3
ENSG00000253649	0	0	219	176
ENSG00000272505	12	21	24	14
ENSG00000184647	0	0	0	0
ENSG00000183638	12	20	93	121
ENSG00000263762	0	0	0	0
ENSG00000171060	0	0	0	1
ENSG00000212433	0	0	0	0
ENSG00000171056	94	51	4	4
ENSG00000258724	0	0	0	0
ENSG00000248896	0	0	0	0
ENSG00000254093	312	228	141	171
ENSG00000283210	0	0	0	0
ENSG00000253695	2	0	0	0
ENSG00000280294	0	0	10	6
ENSG00000171044	2	1	39	70
ENSG00000207600	0	0	0	1
ENSG00000254866	0	0	0	0
ENSG00000205879	0	1	0	0
ENSG00000254527	0	0	0	0
ENSG00000223508	0	0	0	0
ENSG00000292979	63	47	13	29
ENSG00000241431	0	0	0	0
ENSG00000292997	0	0	0	0
ENSG00000253789	0	0	0	0
ENSG00000292999	0	0	0	0
ENSG00000205176	0	0	0	0
ENSG00000293000	0	0	0	0
ENSG00000277422	0	0	0	0
ENSG00000293002	0	0	0	0
ENSG00000228224	0	0	0	0
ENSG00000293064	0	0	2	0
ENSG00000239218	0	0	0	0
ENSG00000293142	1	5	3	8
ENSG00000219491	0	0	0	0
ENSG00000293146	0	0	0	0
ENSG00000127589	0	0	0	0
ENSG00000293293	0	0	0	0
ENSG00000228451	0	0	0	0
ENSG00000293314	32	38	11	12
ENSG00000254507	0	0	0	0
ENSG00000293368	0	0	0	0
ENSG00000233609	0	0	0	0
ENSG00000293372	0	0	0	0
ENSG00000254067	0	0	0	0
ENSG00000293375	0	0	0	0
ENSG00000196115	0	0	0	0
ENSG00000293376	0	0	0	0
ENSG00000197475	0	0	0	0
ENSG00000293380	0	0	0	0
ENSG00000253542	0	0	0	0
ENSG00000293381	0	0	0	0
ENSG00000154316	0	0	0	0
ENSG00000204791	0	0	0	0
ENSG00000293498	0	0	0	0
ENSG00000261693	2	6	0	0
ENSG00000181790	26	42	0	0
ENSG00000232722	0	0	0	0
ENSG00000293544	0	0	0	0
ENSG00000293519	0	0	0	0
ENSG00000198576	4	0	16	13
ENSG00000261044	0	0	0	0
ENSG00000253773	10	20	22	16
ENSG00000283674	1	2	0	3
ENSG00000242607	0	0	0	0
ENSG00000255122	0	0	0	1
ENSG00000284746	0	0	0	0
ENSG00000284663	0	0	0	0
ENSG00000244289	0	0	0	0
ENSG00000255253	0	0	0	0
ENSG00000284724	0	0	0	0
ENSG00000284613	0	0	0	0
ENSG00000254581	0	0	0	0
ENSG00000177400	0	0	0	0
ENSG00000254917	0	2	0	0
ENSG00000254724	0	0	0	0
ENSG00000264512	0	0	0	0
ENSG00000154359	682	553	307	306
ENSG00000266206	0	0	0	0
ENSG00000283523	0	0	0	0
ENSG00000254813	0	0	0	0
ENSG00000255494	0	0	0	0
ENSG00000254839	0	0	2	1
ENSG00000269918	0	0	45	26
ENSG00000255310	1	0	63	34
ENSG00000254936	0	0	0	2
ENSG00000254556	0	0	0	0
ENSG00000231965	0	0	0	0
ENSG00000270076	0	0	1	2
ENSG00000293451	0	0	1	0
ENSG00000184608	0	2	0	0
ENSG00000291317	374	293	141	97
ENSG00000286131	0	0	0	0
ENSG00000233575	0	0	0	0
ENSG00000281769	0	0	0	0
ENSG00000224836	0	0	0	0
ENSG00000228783	0	0	0	0
ENSG00000120158	742	673	251	281
ENSG00000220937	0	0	2	0
ENSG00000278754	0	0	0	0
ENSG00000287465	0	0	0	0
ENSG00000226470	0	0	0	0
ENSG00000231491	0	0	0	0
ENSG00000228810	0	0	0	0
ENSG00000286684	0	0	0	0
ENSG00000183354	1148	1334	408	420
ENSG00000236594	0	0	0	0
ENSG00000227607	0	0	0	0
ENSG00000228165	0	0	0	0
ENSG00000044459	939	971	0	6
ENSG00000234146	0	0	0	0
ENSG00000213362	23	13	0	2
ENSG00000226597	0	0	0	0
ENSG00000188133	0	0	0	4
ENSG00000147885	0	0	0	0
ENSG00000176399	57	74	0	0
ENSG00000147874	2288	2245	1433	1741
ENSG00000237083	0	0	0	0
ENSG00000287139	0	0	0	0
ENSG00000122692	2909	2783	2564	2463
ENSG00000229080	0	0	0	0
ENSG00000280683	0	0	0	1
ENSG00000237414	0	0	0	0
ENSG00000233906	0	0	0	0
ENSG00000236739	34	20	17	9
ENSG00000225693	5	1	0	1
ENSG00000270683	0	0	0	0
ENSG00000224488	0	0	0	0
ENSG00000230365	0	0	0	0
ENSG00000164985	6631	7104	1503	1885
ENSG00000137074	1216	1192	1095	1260
ENSG00000164989	206	174	40	42
ENSG00000236796	4	4	0	2
ENSG00000228292	0	0	0	0
ENSG00000277608	0	0	0	0
ENSG00000270372	0	0	0	0
ENSG00000269957	0	0	0	0
ENSG00000235148	0	0	0	0
ENSG00000276759	0	0	76	66
ENSG00000107295	4	3	0	0
ENSG00000258885	0	0	0	0
ENSG00000226626	0	0	0	0
ENSG00000214042	0	0	0	0
ENSG00000285784	0	0	0	0
ENSG00000287318	0	0	0	0
ENSG00000233278	0	0	0	0
ENSG00000236156	0	0	0	0
ENSG00000153714	3157	2833	178	68
ENSG00000224648	0	0	0	0
ENSG00000224549	3	4	0	0
ENSG00000232920	0	0	0	0
ENSG00000231376	0	0	0	0
ENSG00000288571	0	0	0	0
ENSG00000260100	0	2	0	0
ENSG00000287696	0	0	0	0
ENSG00000223807	0	0	0	0
ENSG00000230867	0	0	0	0
ENSG00000237437	0	0	0	0
ENSG00000232060	8	13	2	15
ENSG00000187988	0	0	0	0
ENSG00000227924	0	0	0	0
ENSG00000277340	0	0	0	0
ENSG00000212952	0	0	0	0
ENSG00000086102	3020	2952	1886	1929
ENSG00000287514	0	0	0	0
ENSG00000283541	0	0	0	2
ENSG00000214020	0	0	0	0
ENSG00000275649	0	0	0	0
ENSG00000287838	0	0	0	0
ENSG00000276266	0	0	0	0
ENSG00000234861	0	0	2	0
ENSG00000107105	613	785	0	0
ENSG00000226337	0	0	0	0
ENSG00000273999	0	0	0	0
ENSG00000239684	0	0	2	0
ENSG00000278054	0	0	0	0
ENSG00000237153	0	0	0	0
ENSG00000137106	6019	5509	2913	2731
ENSG00000276386	26	11	151	113
ENSG00000119121	4	0	2	2
ENSG00000277297	0	0	0	0
ENSG00000235256	2	0	0	0
ENSG00000196092	8	6	8	2
ENSG00000125385	0	0	0	0
ENSG00000224935	0	0	0	0
ENSG00000225947	0	0	0	0
ENSG00000233242	0	0	0	2
ENSG00000227353	1	0	0	0
ENSG00000236604	0	0	0	0
ENSG00000235707	0	0	0	0
ENSG00000234042	0	0	0	0
ENSG00000236184	12	10	2	2
ENSG00000283982	37	55	0	0
ENSG00000156052	1618	1705	1384	1713
ENSG00000225085	0	0	0	0
ENSG00000165092	294	22	202	118
ENSG00000223368	0	0	0	0
ENSG00000228781	0	0	0	0
ENSG00000230245	0	0	0	0
ENSG00000229311	0	0	0	1
ENSG00000223421	0	0	0	0
ENSG00000270954	0	0	0	0
ENSG00000229422	0	9	6	5
ENSG00000228557	0	0	0	0
ENSG00000203321	0	3	0	2
ENSG00000155621	157	224	304	265
ENSG00000229109	0	0	3	2
ENSG00000225380	0	0	21	4
ENSG00000260995	0	2	0	0
ENSG00000268234	0	0	2	1
ENSG00000197506	0	1	14	24
ENSG00000229857	0	0	0	0
ENSG00000224025	0	0	0	0
ENSG00000219149	0	0	0	0
ENSG00000204612	0	0	0	0
ENSG00000154330	129	139	51	69
ENSG00000235448	5	9	7	4
ENSG00000135069	9670	9690	2519	1998
ENSG00000276204	0	0	0	0
ENSG00000277213	0	0	0	0
ENSG00000286823	0	0	2	0
ENSG00000279706	0	0	0	0
ENSG00000148057	145	115	104	79
ENSG00000276500	0	0	0	0
ENSG00000234424	0	0	9	14
ENSG00000176115	0	0	0	0
ENSG00000165105	173	142	45	96
ENSG00000106733	24	33	80	69
ENSG00000236376	0	0	0	0
ENSG00000237529	0	0	1	4
ENSG00000137054	3152	3123	1159	1504
ENSG00000276412	0	0	0	0
ENSG00000233457	0	0	0	0
ENSG00000228046	0	0	0	0
ENSG00000227638	0	0	0	0
ENSG00000287212	0	0	0	0
ENSG00000135052	4040	4049	7326	8470
ENSG00000228024	0	0	0	0
ENSG00000233178	10	1	2	1
ENSG00000278001	0	5	0	0
ENSG00000225937	2	4	0	0
ENSG00000286612	0	0	0	0
ENSG00000236060	0	0	0	0
ENSG00000232851	0	0	0	0
ENSG00000286414	0	0	0	0
ENSG00000235523	0	0	0	0
ENSG00000233262	0	0	0	0
ENSG00000083223	955	1128	1599	1397
ENSG00000239986	0	0	0	0
ENSG00000236507	0	0	0	0
ENSG00000228375	0	0	0	0
ENSG00000107165	0	0	0	0
ENSG00000224297	0	0	0	0
ENSG00000156049	98	72	6	2
ENSG00000107372	2730	2913	5916	5223
ENSG00000287769	16	17	9	14
ENSG00000234819	0	2	0	2
ENSG00000229454	0	0	0	0
ENSG00000224958	0	0	0	1
ENSG00000230003	0	0	0	0
ENSG00000156017	449	394	569	647
ENSG00000168795	1951	1980	902	884
ENSG00000227809	0	0	0	0
ENSG00000135040	979	1018	1497	1721
ENSG00000279503	0	0	0	0
ENSG00000187559	0	0	1	4
ENSG00000287333	0	0	0	0
ENSG00000285907	0	0	0	0
ENSG00000231193	0	1	0	4
ENSG00000229345	0	0	0	0
ENSG00000165233	308	383	1846	1718
ENSG00000232749	0	0	0	0
ENSG00000241571	0	0	0	3
ENSG00000224820	0	0	0	0
ENSG00000275297	0	2	0	0
ENSG00000286332	0	0	0	0
ENSG00000234665	3	3	90	58
ENSG00000204816	0	0	0	1
ENSG00000286451	7	20	4	9
ENSG00000277260	0	0	0	0
ENSG00000231804	0	0	0	0
ENSG00000277575	0	0	0	0
ENSG00000237207	0	0	0	0
ENSG00000286916	0	0	0	0
ENSG00000288225	0	0	0	0
ENSG00000230188	0	0	0	0
ENSG00000237451	0	1	0	2
ENSG00000231373	0	0	0	0
ENSG00000134996	226	260	755	661
ENSG00000226206	0	0	0	0
ENSG00000230335	0	0	0	0
ENSG00000236801	30	31	46	38
ENSG00000233933	0	0	0	0
ENSG00000275676	0	0	0	0
ENSG00000232981	0	0	0	0
ENSG00000227555	0	0	0	0
ENSG00000235641	0	0	6	6
ENSG00000186466	2	0	3	13
ENSG00000230303	3	2	5	7
ENSG00000233309	0	0	0	2
ENSG00000228123	0	0	0	0
ENSG00000234860	0	0	0	0
ENSG00000172159	8	3	181	232
ENSG00000214417	0	0	0	0
ENSG00000135048	418	685	1714	1629
ENSG00000228216	0	0	0	0
ENSG00000270627	0	0	0	0
ENSG00000232211	0	0	0	0
ENSG00000225883	0	3	4	3
ENSG00000130222	0	0	10	10
ENSG00000268951	0	0	0	0
ENSG00000135045	539	556	800	949
ENSG00000233713	0	0	0	0
ENSG00000277412	0	0	0	0
ENSG00000231990	0	0	0	0
ENSG00000237357	8	16	14	13
ENSG00000214908	0	0	0	0
ENSG00000285686	0	0	0	0
ENSG00000136842	0	1	9	10
ENSG00000136929	0	0	0	0
ENSG00000273806	0	0	0	0
ENSG00000273849	0	0	0	0
ENSG00000233947	0	0	0	0
ENSG00000237072	0	0	0	0
ENSG00000231799	0	0	0	0
ENSG00000185074	0	0	0	0
ENSG00000238245	0	0	0	0
ENSG00000135018	5615	5194	6437	7030
ENSG00000234276	0	0	0	0
ENSG00000230147	0	0	0	0
ENSG00000170161	12	21	130	99
ENSG00000226566	0	0	0	0
ENSG00000276149	0	0	0	0
ENSG00000230302	0	0	0	0
ENSG00000276422	0	0	0	0
ENSG00000276277	0	0	0	0
ENSG00000205636	0	0	0	0
ENSG00000230161	0	0	0	0
ENSG00000270909	0	0	0	0
ENSG00000234910	0	0	0	0
ENSG00000219693	1	1	0	0
ENSG00000236005	0	0	0	0
ENSG00000274181	0	0	0	0
ENSG00000233727	0	0	0	0
ENSG00000136891	1697	1424	1751	1983
ENSG00000228174	0	0	0	0
ENSG00000277598	0	0	0	0
ENSG00000235932	0	0	0	1
ENSG00000198785	0	4	0	6
ENSG00000233555	0	1	0	0
ENSG00000198312	0	0	0	0
ENSG00000155833	0	0	0	0
ENSG00000225460	0	0	0	0
ENSG00000273381	0	0	14	2
ENSG00000165030	1979	1576	781	621
ENSG00000225072	0	0	0	0
ENSG00000095209	554	439	562	513
ENSG00000278988	0	0	0	0
ENSG00000234394	0	0	0	0
ENSG00000223446	0	0	0	0
ENSG00000131668	12	19	0	0
ENSG00000231107	0	0	0	0
ENSG00000278485	0	0	0	0
ENSG00000227350	0	0	0	0
ENSG00000235201	0	0	0	0
ENSG00000226327	0	0	0	0
ENSG00000229541	0	0	0	0
ENSG00000225901	0	0	0	0
ENSG00000224267	0	0	0	0
ENSG00000275239	0	0	0	0
ENSG00000231166	0	0	0	0
ENSG00000228366	0	0	0	0
ENSG00000230418	0	0	0	0
ENSG00000236130	0	0	0	1
ENSG00000232203	0	0	0	0
ENSG00000223602	0	0	0	0
ENSG00000230537	6	2	24	18
ENSG00000276478	0	0	0	0
ENSG00000237626	0	0	0	0
ENSG00000271225	0	0	1	3
ENSG00000156755	0	0	7	1
ENSG00000204711	0	0	0	3
ENSG00000235626	0	0	0	0
ENSG00000131669	318	388	1039	772
ENSG00000227068	0	0	0	0
ENSG00000235601	0	0	0	0
ENSG00000278382	0	0	0	0
ENSG00000259953	18	21	175	172
ENSG00000197969	1818	1978	1891	2283
ENSG00000238113	102	80	49	74
ENSG00000260454	6	4	8	0
ENSG00000287233	0	0	0	0
ENSG00000273509	0	0	0	0
ENSG00000226020	0	0	2	0
ENSG00000285483	0	0	0	0
ENSG00000229830	0	0	0	0
ENSG00000255145	1	8	5	4
ENSG00000276457	0	0	0	0
ENSG00000287800	0	0	0	0
ENSG00000165072	0	0	246	773
ENSG00000223684	0	0	0	0
ENSG00000119318	8356	8178	8119	8854
ENSG00000228053	0	0	0	0
ENSG00000232486	0	0	0	1
ENSG00000214761	0	0	0	0
ENSG00000236862	0	0	0	0
ENSG00000204446	0	0	0	0
ENSG00000276894	0	0	0	0
ENSG00000225360	0	0	0	0
ENSG00000213711	0	0	0	0
ENSG00000286243	0	0	0	0
ENSG00000136944	39	41	19	17
ENSG00000231293	0	0	0	0
ENSG00000278077	2	0	0	0
ENSG00000196730	1013	1081	399	509
ENSG00000288575	0	0	0	0
ENSG00000244081	0	0	0	0
ENSG00000213558	0	0	0	0
ENSG00000136925	800	741	943	1184
ENSG00000078725	52	81	0	0
ENSG00000148123	0	2	0	0
ENSG00000236783	0	0	0	0
ENSG00000235819	0	0	0	0
ENSG00000136937	2338	2344	2178	2541
ENSG00000204250	0	0	0	0
ENSG00000287782	0	0	0	0
ENSG00000232896	0	0	0	0
ENSG00000213557	0	0	0	0
ENSG00000269994	0	0	2	0
ENSG00000228373	0	0	0	0
ENSG00000135046	17763	20367	14325	15800
ENSG00000185775	0	0	0	0
ENSG00000219928	0	0	0	0
ENSG00000225564	0	0	0	0
ENSG00000213539	0	0	0	0
ENSG00000287070	0	2	1	0
ENSG00000187210	42	83	1151	1108
ENSG00000086061	7517	8230	9418	10524
ENSG00000225337	0	0	0	0
ENSG00000236709	0	0	0	0
ENSG00000232905	0	0	0	0
ENSG00000197550	0	0	0	0
ENSG00000229753	0	0	0	0
ENSG00000230782	0	0	0	2
ENSG00000204669	0	0	0	0
ENSG00000231521	0	0	2	2
ENSG00000204706	6	0	16	5
ENSG00000196781	1160	1042	4211	4371
ENSG00000228656	0	0	0	0
ENSG00000148331	1421	1459	1447	1632
ENSG00000286842	0	0	0	0
ENSG00000221844	0	0	0	0
ENSG00000239792	0	0	0	0
ENSG00000235901	1	0	0	0
ENSG00000180447	1057	1679	0	0
ENSG00000229582	2	0	0	0
ENSG00000231741	0	0	0	0
ENSG00000226246	0	0	0	0
ENSG00000127084	0	2	8	29
ENSG00000233721	0	2	0	0
ENSG00000260677	0	0	0	0
ENSG00000238010	0	0	0	0
ENSG00000119509	508	522	622	673
ENSG00000232242	0	0	0	0
ENSG00000136824	3186	3144	2897	4531
ENSG00000181997	0	0	2	0
ENSG00000177736	0	0	0	0
ENSG00000251349	0	0	0	0
ENSG00000287843	0	0	0	0
ENSG00000223615	0	0	0	0
ENSG00000227958	0	0	0	0
ENSG00000157303	3	10	284	283
ENSG00000270688	0	0	0	0
ENSG00000288537	0	0	0	0
ENSG00000148200	258	289	184	239
ENSG00000285987	0	0	0	0
ENSG00000148175	2070	2240	561	620
ENSG00000229587	0	0	0	0
ENSG00000165025	4	0	0	4
ENSG00000106723	3008	3532	2508	3003
ENSG00000187742	857	862	1439	1693
ENSG00000225531	2	0	2	2
ENSG00000233936	0	0	0	0
ENSG00000279137	0	0	0	0
ENSG00000229019	0	0	0	0
ENSG00000213529	0	0	0	0
ENSG00000186803	0	0	0	0
ENSG00000226078	0	0	0	0
ENSG00000260720	0	0	0	0
ENSG00000196739	29	58	511	516
ENSG00000231744	0	0	0	0
ENSG00000173077	7	4	2	0
ENSG00000136942	5609	6242	7124	7123
ENSG00000233081	0	0	0	2
ENSG00000234789	0	8	0	0
ENSG00000227412	0	0	0	0
ENSG00000228248	0	0	0	0
ENSG00000215210	18	27	31	37
ENSG00000226047	0	0	0	2
ENSG00000275017	0	0	0	0
ENSG00000234840	70	84	0	0
ENSG00000231460	0	0	0	0
ENSG00000241697	11	4	2	2
ENSG00000234269	0	0	0	0
ENSG00000136826	2377	1966	995	1245
ENSG00000167157	225	252	0	0
ENSG00000223918	0	0	0	0
ENSG00000135070	996	1026	785	904
ENSG00000178919	339	382	2	0
ENSG00000160563	618	552	1040	1071
ENSG00000136950	1278	1113	1966	2142
ENSG00000224842	6	2	0	0
ENSG00000147872	4531	5153	3156	2488
ENSG00000226535	0	0	3	2
ENSG00000186350	1254	1586	2487	2483
ENSG00000236306	0	0	0	0
ENSG00000167081	611	759	724	791
ENSG00000225513	0	0	5	2
ENSG00000227531	0	0	0	0
ENSG00000271166	0	0	0	0
ENSG00000119487	2446	2389	4218	4129
ENSG00000228714	0	0	0	2
ENSG00000226998	0	0	0	0
ENSG00000286840	0	0	0	0
ENSG00000232413	0	0	0	0
ENSG00000136940	360	386	655	854
ENSG00000237360	0	0	0	0
ENSG00000286944	0	0	0	0
ENSG00000119471	1663	1839	2616	2652
ENSG00000225050	0	0	0	0
ENSG00000232998	0	0	1	6
ENSG00000230030	0	0	0	0
ENSG00000236024	0	0	0	0
ENSG00000274688	0	0	0	0
ENSG00000224825	0	0	0	0
ENSG00000169071	19	39	8	2
ENSG00000165113	122	78	276	258
ENSG00000230945	0	0	0	0
ENSG00000136935	1226	1091	1077	1122
ENSG00000278130	0	0	0	0
ENSG00000230081	0	0	0	0
ENSG00000232590	0	0	0	0
ENSG00000130559	2671	2830	2196	2628
ENSG00000228595	0	0	0	0
ENSG00000169253	0	0	2	0
ENSG00000198963	2	0	30	48
ENSG00000236701	0	0	0	0
ENSG00000237419	0	0	0	0
ENSG00000070159	689	674	962	1069
ENSG00000204148	0	0	0	0
ENSG00000165304	2475	2537	2997	4312
ENSG00000250210	0	0	0	0
ENSG00000181090	1896	1801	2629	2537
ENSG00000203987	0	0	0	0
ENSG00000107290	2681	2685	3442	3877
ENSG00000148344	196	248	7812	5405
ENSG00000228707	0	0	0	0
ENSG00000260970	0	0	0	0
ENSG00000223729	0	0	0	0
ENSG00000236521	0	0	0	0
ENSG00000136828	188	186	147	140
ENSG00000196814	266	211	399	452
ENSG00000261432	0	0	0	0
ENSG00000182752	2510	2676	1039	901
ENSG00000287368	2	2	0	0
ENSG00000237999	0	0	0	0
ENSG00000225960	0	0	0	0
ENSG00000226904	0	2	2	1
ENSG00000185585	598	1075	1841	2171
ENSG00000275130	0	0	0	0
ENSG00000226234	0	0	0	0
ENSG00000231649	0	0	0	0
ENSG00000233526	0	0	0	0
ENSG00000231007	45	27	25	20
ENSG00000226798	0	0	0	0
ENSG00000235377	0	0	0	0
ENSG00000170681	32	49	70	84
ENSG00000286536	0	0	0	0
ENSG00000226825	0	0	1	1
ENSG00000232281	0	0	0	0
ENSG00000286474	0	0	0	0
ENSG00000229926	0	0	0	0
ENSG00000237257	0	0	0	0
ENSG00000276388	0	0	0	0
ENSG00000279929	0	0	0	0
ENSG00000236643	2	0	1	2
ENSG00000286255	0	0	0	0
ENSG00000136928	346	378	14	22
ENSG00000230360	0	0	0	0
ENSG00000234637	0	0	0	0
ENSG00000224887	0	0	0	0
ENSG00000202383	0	0	0	0
ENSG00000252991	0	0	0	0
ENSG00000199065	0	0	0	0
ENSG00000222581	0	0	0	0
ENSG00000240613	0	0	0	0
ENSG00000207433	0	0	0	0
ENSG00000251733	5	3	1	2
ENSG00000252943	0	0	0	0
ENSG00000201118	0	0	0	0
ENSG00000251834	0	0	0	0
ENSG00000241152	0	0	0	0
ENSG00000207360	0	0	0	0
ENSG00000222693	0	0	0	0
ENSG00000243115	0	0	0	0
ENSG00000223088	0	0	0	0
ENSG00000272113	0	0	0	0
ENSG00000266255	0	0	0	0
ENSG00000264922	0	0	0	0
ENSG00000265368	0	0	0	0
ENSG00000200502	4	0	0	0
ENSG00000206784	0	1	0	0
ENSG00000252723	0	0	0	0
ENSG00000277049	0	0	0	1
ENSG00000276094	0	0	0	0
ENSG00000278028	0	0	0	0
ENSG00000276562	0	0	0	0
ENSG00000276029	0	0	0	0
ENSG00000273717	0	0	0	0
ENSG00000202474	0	0	0	0
ENSG00000206804	0	0	0	0
ENSG00000222465	0	0	0	0
ENSG00000241174	0	0	0	0
ENSG00000252428	0	0	0	0
ENSG00000200922	0	0	0	1
ENSG00000212454	0	0	0	0
ENSG00000202217	0	0	0	0
ENSG00000252758	0	0	0	0
ENSG00000200041	0	0	0	0
ENSG00000274852	0	0	0	0
ENSG00000222452	0	0	0	0
ENSG00000201711	0	0	0	0
ENSG00000278040	0	0	0	1
ENSG00000274326	1	0	0	0
ENSG00000277320	0	0	0	0
ENSG00000251776	0	0	0	0
ENSG00000199483	0	0	0	0
ENSG00000212421	0	0	0	0
ENSG00000222293	0	0	0	0
ENSG00000251752	0	0	3	0
ENSG00000223012	0	0	0	0
ENSG00000212316	0	0	0	0
ENSG00000263967	0	0	0	0
ENSG00000266855	0	0	0	0
ENSG00000283351	0	0	0	0
ENSG00000265347	0	0	0	0
ENSG00000265873	0	0	0	0
ENSG00000201830	0	0	0	0
ENSG00000200966	0	0	0	0
ENSG00000202308	0	0	0	0
ENSG00000238882	0	0	0	0
ENSG00000199905	0	0	0	0
ENSG00000253031	0	0	0	0
ENSG00000244104	0	0	0	0
ENSG00000222558	0	0	0	0
ENSG00000274263	0	0	0	0
ENSG00000222327	0	0	0	0
ENSG00000200261	0	0	0	0
ENSG00000222459	0	0	0	0
ENSG00000263861	0	0	0	0
ENSG00000206923	0	0	0	0
ENSG00000212409	0	0	0	0
ENSG00000207401	0	0	0	0
ENSG00000274755	0	0	0	0
ENSG00000223238	0	1	0	0
ENSG00000242256	0	0	0	0
ENSG00000199525	0	0	0	0
ENSG00000243911	0	0	0	0
ENSG00000207814	0	0	0	0
ENSG00000222356	0	0	0	0
ENSG00000199313	0	2	2	1
ENSG00000241246	0	0	0	0
ENSG00000207726	0	0	0	0
ENSG00000207595	2	0	0	0
ENSG00000207737	0	0	0	0
ENSG00000253079	0	0	0	0
ENSG00000252985	0	0	0	0
ENSG00000243845	0	2	0	0
ENSG00000263897	0	0	0	0
ENSG00000207693	0	1	1	0
ENSG00000223256	0	0	0	0
ENSG00000271833	23	16	6	11
ENSG00000136856	317	276	288	338
ENSG00000196152	225	181	181	157
ENSG00000197958	17175	17703	16361	14931
ENSG00000201302	7	19	2	6
ENSG00000200788	1	0	1	0
ENSG00000136830	15649	15521	39759	36120
ENSG00000279571	1	2	1	2
ENSG00000187024	374	342	258	217
ENSG00000283874	0	0	0	0
ENSG00000160401	0	0	4	4
ENSG00000167094	10	13	0	2
ENSG00000160404	214	203	350	476
ENSG00000095370	25	19	7	6
ENSG00000286196	0	0	0	0
ENSG00000136807	1274	1205	1948	1702
ENSG00000283863	0	0	0	0
ENSG00000284547	0	0	0	0
ENSG00000136877	1573	1148	2247	2178
ENSG00000225032	9	8	64	88
ENSG00000122694	62	73	213	229
ENSG00000185972	0	0	0	0
ENSG00000222760	0	0	0	0
ENSG00000230848	0	0	0	0
ENSG00000171169	346	310	456	323
ENSG00000230536	0	0	0	0
ENSG00000234771	42	52	346	296
ENSG00000232850	4	8	18	14
ENSG00000148346	4	8	24	29
ENSG00000171159	478	462	504	338
ENSG00000167112	1294	1108	1058	1106
ENSG00000272696	0	0	2	0
ENSG00000167113	995	910	1563	1452
ENSG00000167114	1397	1146	2160	2227
ENSG00000223551	12	9	15	30
ENSG00000167118	1630	1490	2034	2061
ENSG00000207955	0	0	0	0
ENSG00000284185	0	0	0	0
ENSG00000283335	0	0	0	1
ENSG00000273186	6	9	5	7
ENSG00000228510	0	2	11	4
ENSG00000225951	10	4	1	1
ENSG00000187791	0	0	0	0
ENSG00000178723	0	0	0	0
ENSG00000215199	0	0	0	0
ENSG00000281491	2	1	0	0
ENSG00000273597	5	1	0	0
ENSG00000279489	0	2	2	2
ENSG00000233148	0	0	0	0
ENSG00000286782	14	3	0	0
ENSG00000287868	10	3	3	2
ENSG00000200106	0	0	0	0
ENSG00000227399	0	0	0	0
ENSG00000237306	0	0	0	0
ENSG00000275756	0	0	0	0
ENSG00000232179	0	0	0	0
ENSG00000228069	0	0	0	0
ENSG00000238288	0	0	0	0
ENSG00000240791	0	0	0	0
ENSG00000227321	0	0	0	0
ENSG00000234537	0	0	14	7
ENSG00000236717	0	0	0	0
ENSG00000224809	0	0	0	0
ENSG00000236115	0	0	0	0
ENSG00000281156	0	0	0	0
ENSG00000239183	0	0	0	6
ENSG00000198000	2315	2072	1585	1876
ENSG00000229530	0	0	0	0
ENSG00000106809	0	0	2	0
ENSG00000106819	0	0	1	0
ENSG00000264158	0	0	0	0
ENSG00000225551	0	0	0	0
ENSG00000285650	0	2	2	3
ENSG00000213669	0	0	0	0
ENSG00000226877	0	0	0	1
ENSG00000231616	0	0	0	0
ENSG00000165115	151	151	484	507
ENSG00000165118	349	237	602	748
ENSG00000284179	0	0	0	0
ENSG00000235298	3	4	7	4
ENSG00000202523	0	0	0	0
ENSG00000227463	0	0	0	0
ENSG00000270166	0	0	0	0
ENSG00000288586	7	13	5	4
ENSG00000263892	0	0	0	0
ENSG00000231393	0	0	0	0
ENSG00000227933	0	0	0	0
ENSG00000159884	378	404	578	542
ENSG00000137135	303	311	252	373
ENSG00000243136	0	0	0	0
ENSG00000198467	14417	16450	1366	1246
ENSG00000284195	0	0	0	0
ENSG00000107175	1654	1594	2408	2036
ENSG00000273945	0	0	0	0
ENSG00000070610	1919	1660	1755	1967
ENSG00000107185	2217	2170	2722	2780
ENSG00000215183	2	2	0	1
ENSG00000228843	0	1	4	1
ENSG00000227388	11	10	22	13
ENSG00000137098	12	8	27	14
ENSG00000137133	63	67	32	31
ENSG00000285645	0	0	0	0
ENSG00000137103	667	637	421	338
ENSG00000204930	0	0	0	0
ENSG00000236083	0	0	0	0
